mean,bias,CI,miss_percent,std,accuracy_a,accuracy_b
0.09304562499999999,-0.003314656195079105,"(0.0916904637295354, 0.09440078627046458)",0.4094903339191564,0.01262817729119136,0.9603960396039604,0.9181286549707602
0.09341974431818181,-0.0029405368768972845,"(0.09210446643809611, 0.09473502219826752)",0.38137082601054484,0.012547022288595368,0.9339622641509434,0.9122807017543859
0.0924812463768116,-0.003879034818267499,"(0.09117024650887334, 0.09379224624474986)",0.3936731107205624,0.012380364747892777,0.9230769230769231,0.9239766081871345
0.09353691011235954,-0.0028233710827195585,"(0.09223058552093809, 0.09484323470378099)",0.37434094903339193,0.012532706035272085,0.9065420560747663,0.9181286549707602
0.09353751322751323,-0.0028227679675658646,"(0.09219079081800886, 0.0948842356370176)",0.335676625659051,0.013316172818082707,0.9035087719298246,0.9181286549707602
0.09238345565749236,-0.003976825537586742,"(0.09096265633175302, 0.0938042549832317)",0.4253075571177504,0.013060000586616152,0.9191919191919192,0.9181286549707602
0.09304196531791908,-0.0033183158771600135,"(0.09169315860079683, 0.09439077203504134)",0.39191564147627417,0.012755969090221163,0.9423076923076923,0.9122807017543859
0.0922497191011236,-0.004110562093955494,"(0.09098682532285048, 0.09351261287939673)",0.37434094903339193,0.012116036535489823,0.897196261682243,0.9181286549707602
0.09277948948948948,-0.0035807917055896143,"(0.09142599264262936, 0.0941329863363496)",0.4147627416520211,0.012555823063856992,0.92,0.9298245614035088
0.09251752136752137,-0.003842759827557732,"(0.0912081835815978, 0.09382685915344494)",0.38312829525483305,0.012472479183453664,0.9433962264150944,0.9064327485380117
0.09317663013698631,-0.00318365105809279,"(0.09189376426486814, 0.09445949600910447)",0.3585237258347979,0.012463303360096495,0.9090909090909091,0.9239766081871345
0.09250564705882354,-0.003854634136255558,"(0.09110555292952244, 0.09390574118812464)",0.4024604569420035,0.013124879430000727,0.9215686274509803,0.9181286549707602
0.09352094285714287,-0.0028393383379362314,"(0.09223544316977654, 0.09480644254450919)",0.38488576449912126,0.0122278248139863,0.9142857142857143,0.9181286549707602
0.0923424649859944,-0.004017816209084701,"(0.09103893566626975, 0.09364599430571904)",0.37258347978910367,0.012523561034523203,0.9351851851851852,0.9239766081871345
0.09284183381088826,-0.00351844738419084,"(0.09153162365957426, 0.09415204396220225)",0.3866432337434095,0.012444932383495423,0.9142857142857143,0.9181286549707602
0.0931752463768116,-0.0031850348182674987,"(0.09179992444322922, 0.09455056831039398)",0.3936731107205624,0.012987787108098314,0.9326923076923077,0.9239766081871345
0.09283402298850575,-0.003526258206573346,"(0.09149949720322342, 0.09416854877378808)",0.3884007029876977,0.012657591970409835,0.8761904761904762,0.9239766081871345
0.0929610164835165,-0.0033992647115625996,"(0.09171317245263769, 0.09420886051439531)",0.3602811950790861,0.012106329460802794,0.9454545454545454,0.9239766081871345
0.0931372905027933,-0.003222990692285793,"(0.09178504539598317, 0.09448953560960344)",0.37082601054481545,0.013009901429876078,0.9259259259259259,0.9298245614035088
0.09240952380952382,-0.003950757385555281,"(0.09102532528791339, 0.09379372233113424)",0.4094903339191564,0.012898763208535894,0.900990099009901,0.9298245614035088
0.09309108033240997,-0.0032692008626691305,"(0.09176672535578602, 0.09441543530903392)",0.3655536028119508,0.012795209268258523,0.9174311926605505,0.9181286549707602
0.09290094285714286,-0.003459338337936241,"(0.09155380172053923, 0.09424808399374648)",0.38488576449912126,0.012814165557559862,0.9142857142857143,0.9298245614035088
0.0923272268907563,-0.004033054304322797,"(0.09108230017216491, 0.09357215360934769)",0.37258347978910367,0.011960540900669092,0.9166666666666666,0.9181286549707602
0.09273119402985075,-0.003629087165228348,"(0.09140061350590133, 0.09406177455380017)",0.4112478031634446,0.012380520449237029,0.900990099009901,0.9181286549707602
0.09279758112094395,-0.0035627000741351444,"(0.09146263286315781, 0.0941325293787301)",0.40421792618629176,0.012495634340187224,0.9117647058823529,0.9415204678362573
0.09248976190476191,-0.0038705192903171898,"(0.09114231796336536, 0.09383720584615846)",0.4094903339191564,0.0125562627509741,0.9405940594059405,0.9239766081871345
0.09237923303834807,-0.003981048156731032,"(0.09108542543397373, 0.0936730406427224)",0.40421792618629176,0.012110541840495186,0.9313725490196079,0.9239766081871345
