mean,bias,CI,miss_percent,std,accuracy_a,accuracy_b
0.09413396061269147,-0.002226320582387628,"(0.09294553222587663, 0.0953223889995063)",0.1968365553602812,0.0129279241603181,0.927536231884058,0.9298245614035088
0.09392253363228699,-0.0024377475627921086,"(0.09273360923940975, 0.09511145802516423)",0.21616871704745166,0.012775878609334051,0.9104477611940298,0.9298245614035088
0.09338087640449438,-0.0029794047905847137,"(0.09221154314707965, 0.09455020966190912)",0.2179261862917399,0.012551185540195775,0.9029850746268657,0.9239766081871345
0.09410262582056894,-0.0022576553745101563,"(0.09291372070742696, 0.09529153093371093)",0.1968365553602812,0.012933110069600507,0.927536231884058,0.9239766081871345
0.09377215982721383,-0.002588121367865265,"(0.09262007588730642, 0.09492424376712125)",0.18629173989455183,0.012615001483337862,0.8848920863309353,0.935672514619883
0.0940759090909091,-0.002284372104169999,"(0.09288099502233621, 0.09527082315948199)",0.18804920913884007,0.013069767914413017,0.9064748201438849,0.9122807017543859
0.09369874725274725,-0.002661533942331845,"(0.09253775755642514, 0.09485973694906936)",0.20035149384885764,0.01260162789165267,0.9197080291970803,0.9181286549707602
0.09382276688453159,-0.002537514310547509,"(0.09264659109936806, 0.09499894266969512)",0.19332161687170474,0.012822753758196994,0.8985507246376812,0.9122807017543859
0.09388455723542118,-0.0024757239596579217,"(0.09275585616875086, 0.0950132583020915)",0.18629173989455183,0.012358965468640582,0.9424460431654677,0.935672514619883
0.0938538043478261,-0.0025064768472529975,"(0.092699525349096, 0.09500808334655621)",0.19156414762741653,0.012597806760250314,0.9492753623188406,0.9181286549707602
0.09364006756756756,-0.002720213627511542,"(0.09247480819227416, 0.09480532694286095)",0.21968365553602812,0.012493319704605096,0.917910447761194,0.9298245614035088
0.09388827586206895,-0.0024720053330101466,"(0.09273886681757247, 0.09503768490656543)",0.18453427065026362,0.01259936773934689,0.8928571428571429,0.9239766081871345
0.09384306666666668,-0.0025172145284124148,"(0.09267366510480574, 0.09501246822852763)",0.20913884007029876,0.012622622298581635,0.8962962962962963,0.935672514619883
0.09395590809628009,-0.002404373098799012,"(0.09278128587128168, 0.0951305303212785)",0.1968365553602812,0.01277773840668922,0.8840579710144928,0.9239766081871345
0.09363184684684683,-0.0027284343482322643,"(0.09245163667176513, 0.09481205702192853)",0.21968365553602812,0.012653614593069639,0.9253731343283582,0.9415204678362573
0.09352676404494382,-0.002833517150135273,"(0.09233507786155341, 0.09471845022833424)",0.2179261862917399,0.012791113481617041,0.9029850746268657,0.9239766081871345
0.09378799568965517,-0.0025722855054239324,"(0.09262697758231908, 0.09494901379699125)",0.18453427065026362,0.01272662169869728,0.9285714285714286,0.9298245614035088
0.0933802283105023,-0.0029800528845767976,"(0.09217403500525848, 0.09458642161574612)",0.23022847100175747,0.012844032527694291,0.9242424242424242,0.9239766081871345
0.09354783549783549,-0.002812445697243607,"(0.09240782998563922, 0.09468784101003176)",0.18804920913884007,0.012469187414750015,0.920863309352518,0.935672514619883
0.09325905286343612,-0.0031012283316429745,"(0.09212051404896239, 0.09439759167790986)",0.20210896309314588,0.012344280806809925,0.8978102189781022,0.9415204678362573
0.09402995689655172,-0.002330324298527378,"(0.09282892788668343, 0.09523098590642001)",0.18453427065026362,0.0131652054013402,0.9142857142857143,0.9181286549707602
0.09409643171806167,-0.002263849477017424,"(0.09291225717250225, 0.0952806062636211)",0.20210896309314588,0.012839073142551468,0.927007299270073,0.9181286549707602
0.09369887931034483,-0.0026614018847342658,"(0.09253846790805813, 0.09485929071263154)",0.18453427065026362,0.01271997123769462,0.9071428571428571,0.9239766081871345
0.09354084632516706,-0.002819434869912041,"(0.09240566687697202, 0.0946760257733621)",0.210896309314587,0.012239529716251031,0.9333333333333333,0.9239766081871345
0.09324417410714288,-0.0031161070879362207,"(0.09209815982197306, 0.0943901883923127)",0.2126537785588752,0.012342508845288185,0.9111111111111111,0.9181286549707602
0.0938204157549234,-0.002539865440155692,"(0.09266413554905367, 0.09497669596079314)",0.1968365553602812,0.012578210833237185,0.9420289855072463,0.9181286549707602
0.093719651416122,-0.0026406297789570987,"(0.092547224279698, 0.094892078552546)",0.19332161687170474,0.012781885717620515,0.9202898550724637,0.9298245614035088
0.09437290672451193,-0.0019873744705671686,"(0.09314468535921049, 0.09560112808981337)",0.18980667838312829,0.013419453781486589,0.9424460431654677,0.9181286549707602
0.09394457700650759,-0.0024157041885715103,"(0.09272667368902085, 0.09516248032399433)",0.18980667838312829,0.013306719571126483,0.9280575539568345,0.935672514619883
0.09352832967032967,-0.0028319515247494237,"(0.09234668154324358, 0.09470997779741577)",0.20035149384885764,0.012825858871598494,0.9197080291970803,0.9239766081871345
0.09347650224215247,-0.00288377895292663,"(0.09235809976955736, 0.09459490471474757)",0.21616871704745166,0.012018068021697675,0.8955223880597015,0.9298245614035088
0.09408857451403889,-0.0022717066810402087,"(0.09291055725840927, 0.09526659176966851)",0.18629173989455183,0.012898964140025719,0.9136690647482014,0.9239766081871345
0.09393183628318585,-0.0024284449118932433,"(0.09274967587161165, 0.09511399669476006)",0.2056239015817223,0.012788820590551184,0.9191176470588235,0.9181286549707602
0.0941905,-0.0021697811950791013,"(0.09302718779961835, 0.09535381220038164)",0.15641476274165203,0.012970898781438775,0.8888888888888888,0.9415204678362573
0.09422900634249472,-0.0021312748525843805,"(0.09308258861356453, 0.09537542407142491)",0.1687170474516696,0.012688500986060756,0.9154929577464789,0.9239766081871345
0.09392316810344828,-0.0024371130916308187,"(0.09277899817048219, 0.09506733803641437)",0.18453427065026362,0.012541938669065148,0.9357142857142857,0.9298245614035088
0.09432036717062635,-0.002039914024452749,"(0.09317623179787322, 0.09546450254337947)",0.18629173989455183,0.012527966864619247,0.935251798561151,0.9298245614035088
0.09364676211453744,-0.0027135190805416542,"(0.09250816167263445, 0.09478536255644043)",0.20210896309314588,0.01234494898455009,0.9051094890510949,0.9181286549707602
0.09414537313432834,-0.002214908060750753,"(0.09295274676388075, 0.09533799950477594)",0.1757469244288225,0.013143715216795322,0.8794326241134752,0.9181286549707602
0.093848711790393,-0.0025115694046860954,"(0.09268007774489105, 0.09501734583589495)",0.19507908611599298,0.012726573238283792,0.9130434782608695,0.9239766081871345
0.09438332627118644,-0.00197695492389266,"(0.09323955793391936, 0.09552709460845352)",0.1704745166959578,0.012645719740921534,0.9154929577464789,0.9181286549707602
0.09394799126637554,-0.0024122899287035565,"(0.0927581803196111, 0.09513780221313999)",0.19507908611599298,0.01295719238369929,0.9202898550724637,0.9239766081871345
0.09380976086956522,-0.0025505203255138803,"(0.09266110042242703, 0.0949584213167034)",0.19156414762741653,0.012536485860099306,0.9057971014492754,0.9122807017543859
0.09314857777777778,-0.003211703417301315,"(0.09203150482160859, 0.09426565073394698)",0.20913884007029876,0.012057782771595627,0.9259259259259259,0.9181286549707602
0.09373180043383948,-0.0026284807612396155,"(0.09260011092865908, 0.09486348993901988)",0.18980667838312829,0.012364753975790456,0.9064748201438849,0.9239766081871345
0.09431490364025696,-0.0020453775548221337,"(0.09311238989359034, 0.09551741738692358)",0.17926186291739896,0.013224247503735367,0.9290780141843972,0.9181286549707602
0.09376884120171675,-0.0025914399933623516,"(0.09260476806000167, 0.09493291434343182)",0.18101933216168717,0.01278772458882639,0.95,0.9239766081871345
0.09397809210526316,-0.0023821890898159392,"(0.09277394797154537, 0.09518223623898095)",0.19859402460456943,0.013084466945696965,0.9562043795620438,0.9122807017543859
0.09345404921700225,-0.002906231978076851,"(0.09227943915551927, 0.09462865927848522)",0.21441124780316345,0.012636280084512763,0.9333333333333333,0.9239766081871345
0.09395371937639198,-0.0024065618186871196,"(0.09277548829229494, 0.09513195046048901)",0.210896309314587,0.012703713399098381,0.9481481481481482,0.9239766081871345
