mean,bias,CI,miss_percent,std,accuracy_a,accuracy_b
0.0946451,-0.0017151811950791018,"(0.09350372669884388, 0.09578647330115611)",0.12126537785588752,0.012990024482737677,0.9133333333333333,0.935672514619883
0.09499867446393762,-0.001361606731141482,"(0.09382596168431105, 0.09617138724356418)",0.0984182776801406,0.013519928888340072,0.9155844155844156,0.9415204678362573
0.09510159615384615,-0.0012586850412329431,"(0.09396012250964672, 0.09624306979804559)",0.08611599297012303,0.013249683544059141,0.9166666666666666,0.9181286549707602
0.09492120622568094,-0.0014390749693981575,"(0.0937895163839869, 0.09605289606737498)",0.09666080843585237,0.013059755605519828,0.9419354838709677,0.9415204678362573
0.09471316831683167,-0.0016471128782474254,"(0.09357485941666381, 0.09585147721699953)",0.11247803163444639,0.013020077027992853,0.9078947368421053,0.935672514619883
0.09534856310679612,-0.001011718088282973,"(0.09418804786229035, 0.0965090783513019)",0.09490333919156414,0.013405485123424519,0.9161290322580645,0.9239766081871345
0.09492,-0.0014402811950790934,"(0.09375660347182292, 0.09608339652817709)",0.11072056239015818,0.013320263771062985,0.9407894736842105,0.9239766081871345
0.09477568932038836,-0.0015845918746907328,"(0.09366730709592203, 0.0958840715448547)",0.09490333919156414,0.012803279828934403,0.9225806451612903,0.9239766081871345
0.09469639215686274,-0.0016638890382163624,"(0.09355886572465857, 0.0958339185890669)",0.10369068541300527,0.013075689132505357,0.9084967320261438,0.9239766081871345
0.09435746506986027,-0.002002816125218826,"(0.0932664220449386, 0.09544850809478195)",0.1195079086115993,0.012429684636436978,0.9337748344370861,0.9239766081871345
0.09448799204771371,-0.001872289147365383,"(0.09338893852721103, 0.0955870455682164)",0.11599297012302284,0.01254603233038224,0.9602649006622517,0.935672514619883
0.09543802303262956,-0.0009222581624495352,"(0.09428779793429037, 0.09658824813096875)",0.0843585237258348,0.013364157925047965,0.9171974522292994,0.935672514619883
0.09500938123752495,-0.0013508999575541497,"(0.09385132303955096, 0.09616743943549894)",0.1195079086115993,0.01319315358117108,0.9470198675496688,0.9298245614035088
0.09518258252427185,-0.0011776986708072479,"(0.09407404696872712, 0.09629111807981658)",0.09490333919156414,0.012805051005573389,0.9419354838709677,0.9298245614035088
0.09498194552529184,-0.0013783356697872617,"(0.09383841830695223, 0.09612547274363144)",0.09666080843585237,0.01319635950555136,0.9161290322580645,0.9239766081871345
0.0950918532818533,-0.001268427913225803,"(0.09395762949366555, 0.09622607707004104)",0.08963093145869948,0.013140069127472545,0.9423076923076923,0.9298245614035088
0.094529,-0.0018312811950790958,"(0.09342118962736544, 0.09563681037263456)",0.10369068541300527,0.012734107656968094,0.934640522875817,0.9298245614035088
0.09460505928853755,-0.0017552219065415514,"(0.09348543056939941, 0.09572468800767568)",0.11072056239015818,0.012819145926063312,0.9144736842105263,0.9122807017543859
0.09433647887323944,-0.0020238023218396572,"(0.09321377236522631, 0.09545918538125257)",0.1265377855887522,0.012738999075896897,0.9266666666666666,0.9298245614035088
0.09499121153846155,-0.0013690696566175525,"(0.09384730588669285, 0.09613511719023024)",0.08611599297012303,0.013277913132042367,0.9358974358974359,0.9298245614035088
0.09514374753451678,-0.001216533660562319,"(0.09397543309992076, 0.0963120619691128)",0.10896309314586995,0.013389846152939037,0.9150326797385621,0.9298245614035088
0.09490779727095516,-0.0014524839241239346,"(0.09377042718506627, 0.09604516735684406)",0.0984182776801406,0.013112471312745386,0.9285714285714286,0.9298245614035088
0.09481752455795676,-0.0015427566371223334,"(0.09369279817353653, 0.095942250942377)",0.1054481546572935,0.01291581270675106,0.9150326797385621,0.935672514619883
0.09512407335907336,-0.00123620783600574,"(0.09398465393625059, 0.09626349278189612)",0.08963093145869948,0.0132002609511464,0.8846153846153846,0.9298245614035088
0.09486213178294572,-0.0014981494121333733,"(0.0937460190343009, 0.09597824453159055)",0.09314586994727592,0.012905147738988649,0.9290322580645162,0.9239766081871345
0.09521052427184466,-0.0011497569232344351,"(0.09405406054644384, 0.09636698799724548)",0.09490333919156414,0.013358684722183748,0.9548387096774194,0.9298245614035088
0.09514931428571428,-0.0012109669093648134,"(0.09400911007952209, 0.09628951849190648)",0.0773286467486819,0.013298722442884055,0.9177215189873418,0.9239766081871345
0.09503832046332046,-0.0013219607317586368,"(0.09389104835647384, 0.09618559257016708)",0.08963093145869948,0.013291234894722854,0.9038461538461539,0.9239766081871345
0.09464353281853283,-0.0017167483765462704,"(0.09352839812726352, 0.09575866750980214)",0.08963093145869948,0.0129189204831737,0.8910256410256411,0.935672514619883
0.09499389210019267,-0.0013663890948864277,"(0.09386135861909028, 0.09612642558129506)",0.08787346221441125,0.013133204737442946,0.9423076923076923,0.9239766081871345
