mean,bias,CI,miss_percent,std,accuracy_a,accuracy_b
0.09395071633237823,-0.002409564862700872,"(0.09254183890604534, 0.09535959375871111)",0.3866432337434095,0.013382116059596848,0.9142857142857143,0.9064327485380117
0.09349032640949556,-0.0028699547855835367,"(0.09211223937731663, 0.09486841344167449)",0.4077328646748682,0.012861047232050915,0.8627450980392157,0.9122807017543859
0.09441647928994082,-0.0019438019051382788,"(0.09294143545237438, 0.09589152312750726)",0.40597539543058,0.0137864570701485,0.9607843137254902,0.9181286549707602
0.09387204334365326,-0.002488237851425837,"(0.09236087451482888, 0.09538321217247764)",0.43233743409490333,0.013804819197615767,0.9381443298969072,0.9181286549707602
0.09311566666666667,-0.0032446145284124317,"(0.09182419132417376, 0.09440714200915958)",0.4200351493848858,0.011925989486750995,0.9292929292929293,0.9181286549707602
0.09440669540229887,-0.001953585792780224,"(0.09291808489324838, 0.09589530591134937)",0.3884007029876977,0.014119041111250763,0.8761904761904762,0.9122807017543859
0.09329804034582133,-0.003062240849257769,"(0.09194167413156894, 0.09465440656007372)",0.39015817223198596,0.012846115072240111,0.8952380952380953,0.9122807017543859
0.09366364672364673,-0.0026966344714323687,"(0.09224981405797733, 0.09507747938931613)",0.38312829525483305,0.013467875655180763,0.9528301886792453,0.9122807017543859
0.09444516320474777,-0.0019151179903313248,"(0.09296841854761403, 0.09592190786188151)",0.4077328646748682,0.01378177309675888,0.9607843137254902,0.9181286549707602
0.09334117469879517,-0.0030191064962839242,"(0.09192986814501056, 0.09475248125257979)",0.4165202108963093,0.013072282413491877,0.93,0.9181286549707602
0.09358190058479532,-0.002778380610283779,"(0.09217415661074847, 0.09498964455884217)",0.3989455184534271,0.01323562595136318,0.912621359223301,0.9122807017543859
0.0943643188405797,-0.001995962354499392,"(0.09296009561860265, 0.09576854206255676)",0.3936731107205624,0.013260715047117023,0.9519230769230769,0.9415204678362573
0.09416770642201834,-0.002192574773060757,"(0.09269898690553283, 0.09563642593850386)",0.4253075571177504,0.013500483424634233,0.9292929292929293,0.9181286549707602
0.09415884726224782,-0.002201433932831273,"(0.09275846782279738, 0.09555922670169827)",0.39015817223198596,0.013262963375930956,0.8666666666666667,0.9239766081871345
0.09440778097982709,-0.0019525002152520066,"(0.09296336969837707, 0.09585219226127711)",0.39015817223198596,0.013679987998946251,0.9523809523809523,0.9239766081871345
0.09497238095238096,-0.0013879002426981368,"(0.09354651081266772, 0.0963982510920942)",0.37258347978910367,0.013698941367713078,0.8981481481481481,0.9122807017543859
0.09418723163841809,-0.0021730495566610053,"(0.09281690758774833, 0.09555755568908786)",0.37785588752196836,0.013109473369711596,0.9065420560747663,0.9181286549707602
0.0951341569767442,-0.0012261242183349008,"(0.09369038318545345, 0.09657793076803495)",0.3954305799648506,0.013614294767918188,0.9615384615384616,0.9181286549707602
0.09405658333333332,-0.0023036978617457793,"(0.09268301981054919, 0.09543014685611745)",0.36731107205623903,0.013252118272627178,0.9074074074074074,0.9181286549707602
0.09399661764705881,-0.002363663548020284,"(0.09264080772545162, 0.095352427568666)",0.4024604569420035,0.012709746708227441,0.9117647058823529,0.9181286549707602
0.09365726495726495,-0.002703016237814146,"(0.09225616612347523, 0.09505836379105467)",0.38312829525483305,0.01334657582350073,0.9716981132075472,0.9298245614035088
0.0948241690140845,-0.0015361121809946005,"(0.09337765977632775, 0.09627067825184124)",0.37609841827768015,0.013857980407992453,0.9626168224299065,0.9239766081871345
0.09361892537313432,-0.002741355821944777,"(0.09220638727018582, 0.09503146347608282)",0.4112478031634446,0.013143102994603272,0.9108910891089109,0.9181286549707602
0.09444169139465876,-0.0019185898004203394,"(0.09296733293187107, 0.09591604985744645)",0.4077328646748682,0.013759503851440744,0.9509803921568627,0.9239766081871345
0.09380524096385542,-0.0025550402312236736,"(0.09235295647546611, 0.09525752545224474)",0.4165202108963093,0.013451842143047133,0.9,0.9181286549707602
0.09406737430167597,-0.0022929068934031266,"(0.09265446257995777, 0.09548028602339417)",0.37082601054481545,0.013593572745130431,0.9166666666666666,0.9298245614035088
0.09383533536585366,-0.002524945829225439,"(0.0923195564767281, 0.09535111425497922)",0.4235500878734622,0.013954500722242393,0.898989898989899,0.9122807017543859
0.09413710365853659,-0.0022231775365425116,"(0.09265685023287677, 0.0956173570841964)",0.4235500878734622,0.013627447674368904,0.9090909090909091,0.9298245614035088
0.09393855113636365,-0.002421730058715446,"(0.09259157295694008, 0.09528552931578722)",0.38137082601054484,0.01284942558174697,0.8867924528301887,0.9298245614035088
0.09357982352941177,-0.002780457665667327,"(0.09212406609675733, 0.09503558096206621)",0.4024604569420035,0.013646683021558394,0.8823529411764706,0.9298245614035088
0.09349272988505748,-0.0028675513100216155,"(0.0920910870061928, 0.09489437276392217)",0.3884007029876977,0.013294178235114818,0.9523809523809523,0.9122807017543859
0.09400357954545456,-0.0023567016496245374,"(0.09260467514244068, 0.09540248394846844)",0.38137082601054484,0.013344772986743858,0.9056603773584906,0.9181286549707602
0.09386058651026394,-0.0024996946848151597,"(0.09244157557892818, 0.0952795974415997)",0.4007029876977153,0.013321898986111944,0.9223300970873787,0.9239766081871345
0.09381099431818184,-0.002549286876897261,"(0.09238861701409719, 0.09523337162226649)",0.38137082601054484,0.013568691458552794,0.8962264150943396,0.9181286549707602
0.09467923728813558,-0.0016810439069435135,"(0.09322658657308133, 0.09613188800318984)",0.37785588752196836,0.013897067525880736,0.9345794392523364,0.9122807017543859
0.09419871794871794,-0.002161563246361159,"(0.09276695497601818, 0.0956304809214177)",0.38312829525483305,0.013638676027394292,0.9716981132075472,0.9122807017543859
0.09389314285714286,-0.002467138337936242,"(0.09247076025020654, 0.09531552546407918)",0.38488576449912126,0.01352987130764036,0.8666666666666667,0.9181286549707602
0.09415423631123918,-0.002206044883839922,"(0.09280877467725297, 0.09549969794522538)",0.39015817223198596,0.012742838028443277,0.9142857142857143,0.9298245614035088
0.09329979351032448,-0.0030604876847546147,"(0.09186727106432936, 0.0947323159563196)",0.40421792618629176,0.013408966650850706,0.8823529411764706,0.9181286549707602
0.09420763636363637,-0.0021526448314427293,"(0.09276903165627354, 0.0956462410709992)",0.4200351493848858,0.013284639707082836,0.9696969696969697,0.9239766081871345
0.09388032835820896,-0.0024799528368701362,"(0.09243425472072353, 0.0953264019956944)",0.4112478031634446,0.013455137752092552,0.9603960396039604,0.9239766081871345
0.09349980446927375,-0.002860476725805347,"(0.09218934004639176, 0.09481026889215574)",0.37082601054481545,0.012607930975821227,0.8888888888888888,0.935672514619883
0.09452670487106016,-0.00183357632401894,"(0.09311240855082661, 0.0959410011912937)",0.3866432337434095,0.013433587014938934,0.9238095238095239,0.9181286549707602
0.09391203076923077,-0.002448250425848328,"(0.09248277996501586, 0.09534128157344568)",0.4288224956063269,0.013097147373380127,0.8979591836734694,0.935672514619883
0.0941736011904762,-0.002186680004602898,"(0.09267687084189669, 0.09567033153905571)",0.4094903339191564,0.013947399922733101,0.9504950495049505,0.9298245614035088
0.09379570588235295,-0.00256457531272615,"(0.09240729912694828, 0.09518411263775761)",0.4024604569420035,0.013015318672596067,0.8725490196078431,0.9181286549707602
0.09383250712250711,-0.0025277740725719866,"(0.0925118958933388, 0.09515311835167542)",0.38312829525483305,0.012579867657006822,0.9056603773584906,0.9181286549707602
0.09382555865921788,-0.0025347225358612196,"(0.09248835966277107, 0.09516275765566469)",0.37082601054481545,0.01286514334441944,0.9444444444444444,0.9298245614035088
0.09441838805970149,-0.001941893135377612,"(0.0930209783759403, 0.09581579774346267)",0.4112478031634446,0.013002339095130813,0.9306930693069307,0.9298245614035088
0.09468654696132597,-0.0016737342337531241,"(0.09334259436752507, 0.09603049955512688)",0.36379613356766255,0.013002644157228405,0.9174311926605505,0.9298245614035088
0.09330101190476191,-0.0030592692903171903,"(0.09192193674247609, 0.09468008706704772)",0.4094903339191564,0.012851020780171323,0.9603960396039604,0.9239766081871345
0.09417800000000001,-0.002182281195079086,"(0.09270498056970077, 0.09565101943029926)",0.3936731107205624,0.013910388760387549,0.9134615384615384,0.9181286549707602
0.0936106395348837,-0.0027496416601953955,"(0.09220583283467237, 0.09501544623509503)",0.3954305799648506,0.013246848380261163,0.9326923076923077,0.9298245614035088
0.09379414084507043,-0.0025661403500086694,"(0.09237164814230274, 0.09521663354783812)",0.37609841827768015,0.013627894997779447,0.9158878504672897,0.9239766081871345
0.09418736842105263,-0.002172912774026467,"(0.09278176413753159, 0.09559297270457368)",0.3989455184534271,0.013215508555037402,0.970873786407767,0.9064327485380117
0.09388442136498516,-0.002475859830093935,"(0.0924001827336593, 0.09536865999631103)",0.4077328646748682,0.013851710882827686,0.9117647058823529,0.935672514619883
0.09400234939759036,-0.0023579317974887354,"(0.09263366664268147, 0.09537103215249926)",0.4165202108963093,0.012677477801449838,0.93,0.9239766081871345
0.09394516949152543,-0.0024151117035536712,"(0.09253158828144993, 0.09535875070160092)",0.37785588752196836,0.01352330145585052,0.9439252336448598,0.9239766081871345
0.0947827195467422,-0.0015775616483369032,"(0.09337392195566167, 0.09619151713782272)",0.37961335676625657,0.013458356962441919,0.9150943396226415,0.9298245614035088
0.09418133333333333,-0.0021789478617457725,"(0.09277885561574431, 0.09558381105092234)",0.4200351493848858,0.012951028924085627,0.9595959595959596,0.9181286549707602
0.0943719382022472,-0.001988342992831904,"(0.09300668822712474, 0.09573718817736965)",0.37434094903339193,0.013098028403686407,0.9065420560747663,0.9181286549707602
0.09415727272727273,-0.0022030084678063694,"(0.09266999921058625, 0.09564454624395921)",0.4007029876977153,0.01396275893052199,0.9514563106796117,0.9181286549707602
0.09473569696969698,-0.0016245842253821141,"(0.09325146218965091, 0.09621993174974305)",0.4200351493848858,0.013706005682254656,0.9292929292929293,0.9181286549707602
0.09486208450704225,-0.001498196688036843,"(0.09343157769363325, 0.09629259132045126)",0.37609841827768015,0.013704672515237295,0.9345794392523364,0.9239766081871345
0.0937075,-0.0026527811950790986,"(0.09229307094857044, 0.09512192905142956)",0.4165202108963093,0.01310120467063057,0.91,0.9181286549707602
0.09448140804597702,-0.001878873149102081,"(0.0930842369264536, 0.09587857916550044)",0.3884007029876977,0.0132517648881748,0.9142857142857143,0.9181286549707602
0.09412834782608696,-0.002231933368992134,"(0.0927637374516123, 0.09549295820056163)",0.3936731107205624,0.012886633010363165,0.9134615384615384,0.9239766081871345
0.09393483679525222,-0.0024254443998268788,"(0.0924681601079227, 0.09540151348258173)",0.4077328646748682,0.013687813403242148,0.9117647058823529,0.9181286549707602
0.09405967930029152,-0.0023006018947875767,"(0.09260915164274985, 0.09551020695783319)",0.39718804920913886,0.013657944763397196,0.9223300970873787,0.9181286549707602
0.09483283707865167,-0.001527444116427426,"(0.09341967515516864, 0.09624599900213471)",0.37434094903339193,0.013557689324351528,0.9532710280373832,0.9298245614035088
0.094258357771261,-0.0021019234238180973,"(0.09282594259884946, 0.09569077294367254)",0.4007029876977153,0.01344774012070341,0.9029126213592233,0.9298245614035088
0.0936889905362776,-0.0026712906588014923,"(0.09222172222054156, 0.09515625885201365)",0.4428822495606327,0.013277751482114592,0.96875,0.9122807017543859
0.09380710982658962,-0.002553171368489482,"(0.09231514682445092, 0.0952990728287283)",0.39191564147627417,0.014109830339249155,0.9711538461538461,0.9122807017543859
0.09374327635327637,-0.002617004841802731,"(0.09237985194675591, 0.09510670075979683)",0.38312829525483305,0.01298769707203087,0.9622641509433962,0.9298245614035088
0.09325919308357349,-0.003101088111505612,"(0.09184884260299166, 0.09466954356415531)",0.39015817223198596,0.013357398890777758,0.9428571428571428,0.9122807017543859
0.0933731884057971,-0.0029870927892819976,"(0.09196838524700893, 0.09477799156458527)",0.3936731107205624,0.013266191652742962,0.9326923076923077,0.9298245614035088
0.09390779816513761,-0.002452483029941485,"(0.09245347529825845, 0.09536212103201677)",0.4253075571177504,0.013368149287857711,0.8686868686868687,0.9239766081871345
0.09368788405797103,-0.002672397137108068,"(0.09227911260602722, 0.09509665550991483)",0.3936731107205624,0.013303666039960468,0.9326923076923077,0.9064327485380117
0.09369446107784431,-0.0026658201172347906,"(0.09228524468098169, 0.09510367747470692)",0.4130052724077329,0.013092467799160483,0.9504950495049505,0.9181286549707602
0.09372820588235294,-0.002632075312726162,"(0.09231726148410523, 0.09513915028060065)",0.4024604569420035,0.013226592928205693,0.9313725490196079,0.9064327485380117
0.09362512893982806,-0.0027351522552510332,"(0.09227247030426068, 0.09497778757539545)",0.3866432337434095,0.012848126112215575,0.9238095238095239,0.9239766081871345
0.09337382789317507,-0.0029864533019040296,"(0.09193466675047383, 0.0948129890358763)",0.4077328646748682,0.013431023584590078,0.9509803921568627,0.9239766081871345
0.09406576704545455,-0.0022945141496245464,"(0.0926365366710744, 0.0954949974198347)",0.38137082601054484,0.01363406595244867,0.9339622641509434,0.935672514619883
0.09425013966480449,-0.002110141530274612,"(0.0928910786065506, 0.09560920072305837)",0.37082601054481545,0.013075477453030036,0.9444444444444444,0.9298245614035088
0.09393415697674419,-0.0024261242183349074,"(0.0925252456296386, 0.09534306832384978)",0.3954305799648506,0.013285553801480056,0.9230769230769231,0.9239766081871345
0.09412686813186813,-0.0022334130632109678,"(0.09280939347513316, 0.0954443427886031)",0.3602811950790861,0.012781871657036111,0.9545454545454546,0.935672514619883
0.09524346153846154,-0.001116819656617557,"(0.09379369362003202, 0.09669322945689106)",0.40597539543058,0.01355021638006521,0.9215686274509803,0.9298245614035088
0.09384709480122323,-0.002513186393855865,"(0.09245567674261987, 0.0952385128598266)",0.4253075571177504,0.012789927706456511,0.8787878787878788,0.8771929824561403
0.09403568571428574,-0.002324595480793362,"(0.09259777926728356, 0.09547359216128791)",0.38488576449912126,0.013677535907352977,0.9333333333333333,0.9181286549707602
0.09342304093567252,-0.0029372402594065733,"(0.09207439248071195, 0.0947716893906331)",0.3989455184534271,0.012680009162765649,0.8737864077669902,0.9122807017543859
0.09383881159420292,-0.0025214696008761806,"(0.09244862966906, 0.09522899351934583)",0.3936731107205624,0.013128116729915368,0.9326923076923077,0.9298245614035088
