mean,bias,CI,miss_percent,std,accuracy_a,accuracy_b,bias_perc,median,bias_median,bias_median_perc,iqr,bias_iqr,bias_iqr_perc,bias_std
0.09451163814180928,-0.0018486430532698161,"(0.09323010876861636, 0.0957931675150022)",0.281195079086116,0.01318414319812773,0.9349593495934959,0.9181286549707602,0.01918469965366002,0.09423,-0.0016400000000000026,0.017106498383227316,0.01788999999999999,-0.0010400000000000131,0.054939249867935185,-0.0008799849395458893
0.0936209828009828,-0.0027392983940962984,"(0.09230581584817622, 0.09493614975378938)",0.28471001757469244,0.013496881030589648,0.9349593495934959,0.9064327485380117,0.028427671236768745,0.0926,-0.003269999999999995,0.03410868884948363,0.018159999999999996,-0.0007700000000000068,0.040676175382990315,-0.0005672471070839718
0.09427007614213198,-0.0020902050529471167,"(0.09294918605528604, 0.09559096622897792)",0.30755711775043937,0.013336048498772702,0.9327731092436975,0.9239766081871345,0.02169156240542248,0.09354000000000001,-0.002329999999999985,0.024303744654219098,0.018117499999999995,-0.0008125000000000077,0.042921288959324226,-0.0007280796389009178
0.09380953964194373,-0.002550741553135366,"(0.09257339493043372, 0.09504568435345374)",0.31282952548330406,0.01243253666765778,0.9661016949152542,0.9181286549707602,0.026470881171168963,0.09357,-0.0022999999999999965,0.023990820903306526,0.017659999999999995,-0.0012700000000000072,0.06708927628103577,-0.0016315914700158387
0.09383923664122135,-0.0025210445538577514,"(0.09254170445958379, 0.0951367688228589)",0.3093145869947276,0.013083482729539722,0.8983050847457628,0.9239766081871345,0.026162694033176975,0.09342,-0.002449999999999994,0.02555543965786997,0.01822,-0.0007100000000000023,0.03750660327522463,-0.000980645408133897
0.0933285421994885,-0.003031738995590602,"(0.09210683094602044, 0.09455025345295655)",0.31282952548330406,0.012287372032257837,0.8983050847457628,0.9298245614035088,0.031462537863011404,0.09277,-0.0030999999999999917,0.03233545426097832,0.01722,-0.0017100000000000032,0.09033280507131553,-0.0017767561054157829
0.09363795396419437,-0.0027223272308847246,"(0.09237736185375453, 0.09489854607463422)",0.31282952548330406,0.012678416604524213,0.8983050847457628,0.9298245614035088,0.02825154925994288,0.09258,-0.0032900000000000013,0.03431730468342549,0.016869999999999996,-0.0020600000000000063,0.10882197569994749,-0.001385711533149406
0.09363082725060827,-0.0027294539444708277,"(0.09240875903353524, 0.0948528954676813)",0.27768014059753954,0.0126033023661856,0.8951612903225806,0.9298245614035088,0.028325508296775444,0.09379,-0.0020799999999999985,0.021696046729946787,0.017735,-0.0011950000000000016,0.06312731114632866,-0.00146082577148802
0.09413225806451614,-0.002228023130562959,"(0.09284529629614659, 0.09541921983288569)",0.29173989455184535,0.013141973170677574,0.9256198347107438,0.9239766081871345,0.023121799801023607,0.09401,-0.0018600000000000005,0.01940127255658705,0.018275,-0.0006550000000000028,0.03460116217643966,-0.0009221549669960454
0.0937841959798995,-0.002576085215179602,"(0.09251123580265438, 0.0950571561571446)",0.30052724077328646,0.012917612261202324,0.9666666666666667,0.9239766081871345,0.026733890595071832,0.09278,-0.0030899999999999955,0.032231146344007464,0.018574999999999994,-0.0003550000000000081,0.01875330163761268,-0.0011465158764712956
0.09384218137254902,-0.0025180998225300816,"(0.09257127871020981, 0.09511308403488822)",0.28295254833040423,0.013058728388392737,0.9186991869918699,0.9122807017543859,0.02613213443651382,0.093835,-0.002034999999999995,0.021226661103577713,0.01680000000000001,-0.002129999999999993,0.11251980982567315,-0.0010053997492808827
